48
Src,Dest,Latency (ns),Bandwidth (GB/s)
30,14,500,5.0
14,31,500,5.0
31,14,500,5.0
14,32,500,5.0
32,14,500,5.0
14,33,500,5.0
33,14,500,5.0
14,34,500,5.0
34,14,500,5.0
14,35,500,5.0
35,14,500,5.0
14,36,500,5.0
36,14,500,5.0
14,37,500,5.0
37,14,500,5.0
14,38,500,5.0
38,14,500,5.0
14,39,500,5.0
39,14,500,5.0
14,40,500,5.0
40,14,500,5.0
14,41,500,5.0
41,14,500,5.0
14,42,500,5.0
42,14,500,5.0
14,43,500,5.0
43,14,500,5.0
14,44,500,5.0
44,14,500,5.0
14,45,500,5.0
45,14,500,5.0
14,46,500,5.0
46,14,500,5.0
14,47,500,5.0
47,14,500,5.0
15,0,500,5.0
0,15,500,5.0
15,1,500,5.0
1,15,500,5.0
15,2,500,5.0
2,15,500,5.0
15,3,500,5.0
3,15,500,5.0
15,4,500,5.0
4,15,500,5.0
15,5,500,5.0
5,15,500,5.0
15,6,500,5.0
6,15,500,5.0
15,7,500,5.0
7,15,500,5.0
15,8,500,5.0
8,15,500,5.0
15,9,500,5.0
9,15,500,5.0
15,10,500,5.0
10,15,500,5.0
15,11,500,5.0
11,15,500,5.0
15,12,500,5.0
12,15,500,5.0
15,13,500,5.0
13,15,500,5.0
15,17,500,5.0
17,15,500,5.0
15,18,500,5.0
18,15,500,5.0
15,19,500,5.0
19,15,500,5.0
15,20,500,5.0
20,15,500,5.0
15,21,500,5.0
21,15,500,5.0
15,22,500,5.0
22,15,500,5.0
15,23,500,5.0
23,15,500,5.0
15,24,500,5.0
24,15,500,5.0
15,25,500,5.0
25,15,500,5.0
15,26,500,5.0
26,15,500,5.0
15,27,500,5.0
27,15,500,5.0
15,28,500,5.0
28,15,500,5.0
15,29,500,5.0
29,15,500,5.0
15,30,500,5.0
30,15,500,5.0
15,31,500,5.0
31,15,500,5.0
15,32,500,5.0
32,15,500,5.0
15,33,500,5.0
33,15,500,5.0
15,34,500,5.0
34,15,500,5.0
15,35,500,5.0
35,15,500,5.0
15,36,500,5.0
36,15,500,5.0
15,37,500,5.0
37,15,500,5.0
15,38,500,5.0
38,15,500,5.0
15,39,500,5.0
39,15,500,5.0
15,40,500,5.0
40,15,500,5.0
15,41,500,5.0
41,15,500,5.0
15,42,500,5.0
42,15,500,5.0
15,43,500,5.0
43,15,500,5.0
15,44,500,5.0
44,15,500,5.0
15,45,500,5.0
45,15,500,5.0
15,46,500,5.0
46,15,500,5.0
15,47,500,5.0
47,15,500,5.0
16,0,500,5.0
0,16,500,5.0
16,1,500,5.0
1,16,500,5.0
16,2,500,5.0
2,16,500,5.0
16,3,500,5.0
3,16,500,5.0
16,4,500,5.0
4,16,500,5.0
16,5,500,5.0
5,16,500,5.0
16,6,500,5.0
6,16,500,5.0
16,7,500,5.0
7,16,500,5.0
16,8,500,5.0
8,16,500,5.0
16,9,500,5.0
9,16,500,5.0
16,10,500,5.0
10,16,500,5.0
16,11,500,5.0
11,16,500,5.0
16,12,500,5.0
12,16,500,5.0
16,13,500,5.0
13,16,500,5.0
16,14,500,5.0
14,16,500,5.0
16,18,500,5.0
18,16,500,5.0
16,19,500,5.0
19,16,500,5.0
16,20,500,5.0
20,16,500,5.0
16,21,500,5.0
21,16,500,5.0
16,22,500,5.0
22,16,500,5.0
16,23,500,5.0
23,16,500,5.0
16,24,500,5.0
24,16,500,5.0
16,25,500,5.0
25,16,500,5.0
16,26,500,5.0
26,16,500,5.0
16,27,500,5.0
27,16,500,5.0
16,28,500,5.0
28,16,500,5.0
16,29,500,5.0
29,16,500,5.0
16,30,500,5.0
30,16,500,5.0
16,31,500,5.0
31,16,500,5.0
16,32,500,5.0
32,16,500,5.0
16,33,500,5.0
33,16,500,5.0
16,34,500,5.0
34,16,500,5.0
16,35,500,5.0
35,16,500,5.0
16,36,500,5.0
36,16,500,5.0
16,37,500,5.0
37,16,500,5.0
16,38,500,5.0
38,16,500,5.0
16,39,500,5.0
39,16,500,5.0
16,40,500,5.0
40,16,500,5.0
16,41,500,5.0
41,16,500,5.0
16,42,500,5.0
42,16,500,5.0
16,43,500,5.0
43,16,500,5.0
16,44,500,5.0
44,16,500,5.0
16,45,500,5.0
45,16,500,5.0
16,46,500,5.0
46,16,500,5.0
16,47,500,5.0
47,16,500,5.0
17,0,500,5.0
0,17,500,5.0
17,1,500,5.0
1,17,500,5.0
17,2,500,5.0
2,17,500,5.0
17,3,500,5.0
3,17,500,5.0
17,4,500,5.0
4,17,500,5.0
17,5,500,5.0
5,17,500,5.0
17,6,500,5.0
6,17,500,5.0
17,7,500,5.0
7,17,500,5.0
17,8,500,5.0
8,17,500,5.0
17,9,500,5.0
9,17,500,5.0
17,10,500,5.0
10,17,500,5.0
17,11,500,5.0
11,17,500,5.0
17,12,500,5.0
12,17,500,5.0
17,13,500,5.0
13,17,500,5.0
17,14,500,5.0
14,17,500,5.0
17,15,500,5.0
15,17,500,5.0
17,19,500,5.0
19,17,500,5.0
17,20,500,5.0
20,17,500,5.0
17,21,500,5.0
21,17,500,5.0
17,22,500,5.0
22,17,500,5.0
17,23,500,5.0
23,17,500,5.0
17,24,500,5.0
24,17,500,5.0
17,25,500,5.0
25,17,500,5.0
17,26,500,5.0
26,17,500,5.0
17,27,500,5.0
27,17,500,5.0
17,28,500,5.0
28,17,500,5.0
17,29,500,5.0
29,17,500,5.0
17,30,500,5.0
30,17,500,5.0
17,31,500,5.0
31,17,500,5.0
17,32,500,5.0
32,17,500,5.0
17,33,500,5.0
33,17,500,5.0
17,34,500,5.0
34,17,500,5.0
17,35,500,5.0
35,17,500,5.0
17,36,500,5.0
36,17,500,5.0
17,37,500,5.0
37,17,500,5.0
17,38,500,5.0
38,17,500,5.0
17,39,500,5.0
39,17,500,5.0
17,40,500,5.0
40,17,500,5.0
17,41,500,5.0
41,17,500,5.0
17,42,500,5.0
42,17,500,5.0
17,43,500,5.0
43,17,500,5.0
17,44,500,5.0
44,17,500,5.0
17,45,500,5.0
45,17,500,5.0
17,46,500,5.0
46,17,500,5.0
17,47,500,5.0
47,17,500,5.0
18,0,500,5.0
0,18,500,5.0
18,1,500,5.0
1,18,500,5.0
18,2,500,5.0
2,18,500,5.0
18,3,500,5.0
3,18,500,5.0
18,4,500,5.0
4,18,500,5.0
18,5,500,5.0
5,18,500,5.0
18,6,500,5.0
6,18,500,5.0
18,7,500,5.0
7,18,500,5.0
18,8,500,5.0
8,18,500,5.0
18,9,500,5.0
9,18,500,5.0
18,10,500,5.0
10,18,500,5.0
18,11,500,5.0
11,18,500,5.0
18,12,500,5.0
12,18,500,5.0
18,13,500,5.0
13,18,500,5.0
18,14,500,5.0
14,18,500,5.0
18,15,500,5.0
15,18,500,5.0
18,16,500,5.0
16,18,500,5.0
18,20,500,5.0
20,18,500,5.0
18,21,500,5.0
21,18,500,5.0
18,22,500,5.0
22,18,500,5.0
18,23,500,5.0
23,18,500,5.0
18,24,500,5.0
24,18,500,5.0
18,25,500,5.0
25,18,500,5.0
18,26,500,5.0
26,18,500,5.0
18,27,500,5.0
27,18,500,5.0
18,28,500,5.0
28,18,500,5.0
18,29,500,5.0
29,18,500,5.0
18,30,500,5.0
30,18,500,5.0
18,31,500,5.0
31,18,500,5.0
18,32,500,5.0
32,18,500,5.0
18,33,500,5.0
33,18,500,5.0
18,34,500,5.0
34,18,500,5.0
18,35,500,5.0
35,18,500,5.0
18,36,500,5.0
36,18,500,5.0
18,37,500,5.0
37,18,500,5.0
18,38,500,5.0
38,18,500,5.0
18,39,500,5.0
39,18,500,5.0
18,40,500,5.0
40,18,500,5.0
18,41,500,5.0
41,18,500,5.0
18,42,500,5.0
42,18,500,5.0
18,43,500,5.0
43,18,500,5.0
18,44,500,5.0
44,18,500,5.0
18,45,500,5.0
45,18,500,5.0
18,46,500,5.0
46,18,500,5.0
18,47,500,5.0
47,18,500,5.0
19,0,500,5.0
0,19,500,5.0
19,1,500,5.0
1,19,500,5.0
19,2,500,5.0
2,19,500,5.0
19,3,500,5.0
3,19,500,5.0
19,4,500,5.0
4,19,500,5.0
19,5,500,5.0
5,19,500,5.0
19,6,500,5.0
6,19,500,5.0
19,7,500,5.0
7,19,500,5.0
19,8,500,5.0
8,19,500,5.0
19,9,500,5.0
9,19,500,5.0
19,10,500,5.0
10,19,500,5.0
19,11,500,5.0
11,19,500,5.0
19,12,500,5.0
12,19,500,5.0
19,13,500,5.0
13,19,500,5.0
19,14,500,5.0
14,19,500,5.0
19,15,500,5.0
15,19,500,5.0
19,16,500,5.0
16,19,500,5.0
19,17,500,5.0
17,19,500,5.0
19,21,500,5.0
21,19,500,5.0
19,22,500,5.0
22,19,500,5.0
19,23,500,5.0
23,19,500,5.0
19,24,500,5.0
24,19,500,5.0
19,25,500,5.0
25,19,500,5.0
19,26,500,5.0
26,19,500,5.0
19,27,500,5.0
27,19,500,5.0
19,28,500,5.0
28,19,500,5.0
19,29,500,5.0
29,19,500,5.0
19,30,500,5.0
30,19,500,5.0
19,31,500,5.0
31,19,500,5.0
19,32,500,5.0
32,19,500,5.0
19,33,500,5.0
33,19,500,5.0
19,34,500,5.0
34,19,500,5.0
19,35,500,5.0
35,19,500,5.0
19,36,500,5.0
36,19,500,5.0
19,37,500,5.0
37,19,500,5.0
19,38,500,5.0
38,19,500,5.0
19,39,500,5.0
39,19,500,5.0
19,40,500,5.0
40,19,500,5.0
19,41,500,5.0
41,19,500,5.0
19,42,500,5.0
42,19,500,5.0
19,43,500,5.0
43,19,500,5.0
19,44,500,5.0
44,19,500,5.0
19,45,500,5.0
45,19,500,5.0
19,46,500,5.0
46,19,500,5.0
19,47,500,5.0
47,19,500,5.0
20,0,500,5.0
0,20,500,5.0
20,1,500,5.0
1,20,500,5.0
20,2,500,5.0
2,20,500,5.0
20,3,500,5.0
3,20,500,5.0
20,4,500,5.0
4,20,500,5.0
20,5,500,5.0
5,20,500,5.0
20,6,500,5.0
6,20,500,5.0
20,7,500,5.0
7,20,500,5.0
20,8,500,5.0
8,20,500,5.0
20,9,500,5.0
9,20,500,5.0
20,10,500,5.0
10,20,500,5.0
20,11,500,5.0
11,20,500,5.0
20,12,500,5.0
12,20,500,5.0
20,13,500,5.0
13,20,500,5.0
20,14,500,5.0
14,20,500,5.0
20,15,500,5.0
15,20,500,5.0
20,16,500,5.0
16,20,500,5.0
20,17,500,5.0
17,20,500,5.0
20,18,500,5.0
18,20,500,5.0
20,22,500,5.0
22,20,500,5.0
20,23,500,5.0
23,20,500,5.0
20,24,500,5.0
24,20,500,5.0
20,25,500,5.0
25,20,500,5.0
20,26,500,5.0
26,20,500,5.0
20,27,500,5.0
27,20,500,5.0
20,28,500,5.0
28,20,500,5.0
20,29,500,5.0
29,20,500,5.0
20,30,500,5.0
30,20,500,5.0
20,31,500,5.0
31,20,500,5.0
20,32,500,5.0
32,20,500,5.0
20,33,500,5.0
33,20,500,5.0
20,34,500,5.0
34,20,500,5.0
20,35,500,5.0
35,20,500,5.0
20,36,500,5.0
36,20,500,5.0
20,37,500,5.0
37,20,500,5.0
20,38,500,5.0
38,20,500,5.0
20,39,500,5.0
39,20,500,5.0
20,40,500,5.0
40,20,500,5.0
20,41,500,5.0
41,20,500,5.0
20,42,500,5.0
42,20,500,5.0
20,43,500,5.0
43,20,500,5.0
20,44,500,5.0
44,20,500,5.0
20,45,500,5.0
45,20,500,5.0
20,46,500,5.0
46,20,500,5.0
20,47,500,5.0
47,20,500,5.0
21,0,500,5.0
0,21,500,5.0
21,1,500,5.0
1,21,500,5.0
21,2,500,5.0
2,21,500,5.0
21,3,500,5.0
3,21,500,5.0
21,4,500,5.0
4,21,500,5.0
21,5,500,5.0
5,21,500,5.0
21,6,500,5.0
6,21,500,5.0
21,7,500,5.0
7,21,500,5.0
21,8,500,5.0
8,21,500,5.0
21,9,500,5.0
9,21,500,5.0
21,10,500,5.0
10,21,500,5.0
21,11,500,5.0
11,21,500,5.0
21,12,500,5.0
12,21,500,5.0
21,13,500,5.0
13,21,500,5.0
21,14,500,5.0
14,21,500,5.0
21,15,500,5.0
15,21,500,5.0
21,16,500,5.0
16,21,500,5.0
21,17,500,5.0
17,21,500,5.0
21,18,500,5.0
18,21,500,5.0
21,19,500,5.0
19,21,500,5.0
21,23,500,5.0
23,21,500,5.0
21,24,500,5.0
24,21,500,5.0
21,25,500,5.0
25,21,500,5.0
21,26,500,5.0
26,21,500,5.0
21,27,500,5.0
27,21,500,5.0
21,28,500,5.0
28,21,500,5.0
21,29,500,5.0
29,21,500,5.0
21,30,500,5.0
30,21,500,5.0
21,31,500,5.0
31,21,500,5.0
21,32,500,5.0
32,21,500,5.0
21,33,500,5.0
33,21,500,5.0
21,34,500,5.0
34,21,500,5.0
21,35,500,5.0
35,21,500,5.0
21,36,500,5.0
36,21,500,5.0
21,37,500,5.0
37,21,500,5.0
21,38,500,5.0
38,21,500,5.0
21,39,500,5.0
39,21,500,5.0
21,40,500,5.0
40,21,500,5.0
21,41,500,5.0
41,21,500,5.0
21,42,500,5.0
42,21,500,5.0
21,43,500,5.0
43,21,500,5.0
21,44,500,5.0
44,21,500,5.0
21,45,500,5.0
45,21,500,5.0
21,46,500,5.0
46,21,500,5.0
21,47,500,5.0
47,21,500,5.0
22,0,500,5.0
0,22,500,5.0
22,1,500,5.0
1,22,500,5.0
22,2,500,5.0
2,22,500,5.0
22,3,500,5.0
3,22,500,5.0
22,4,500,5.0
4,22,500,5.0
22,5,500,5.0
5,22,500,5.0
22,6,500,5.0
6,22,500,5.0
22,7,500,5.0
7,22,500,5.0
22,8,500,5.0
8,22,500,5.0
22,9,500,5.0
9,22,500,5.0
22,10,500,5.0
10,22,500,5.0
22,11,500,5.0
11,22,500,5.0
22,12,500,5.0
12,22,500,5.0
22,13,500,5.0
13,22,500,5.0
22,14,500,5.0
14,22,500,5.0
22,15,500,5.0
15,22,500,5.0
22,16,500,5.0
16,22,500,5.0
22,17,500,5.0
17,22,500,5.0
22,18,500,5.0
18,22,500,5.0
22,19,500,5.0
19,22,500,5.0
22,20,500,5.0
20,22,500,5.0
22,24,500,5.0
24,22,500,5.0
22,25,500,5.0
25,22,500,5.0
22,26,500,5.0
26,22,500,5.0
22,27,500,5.0
27,22,500,5.0
22,28,500,5.0
28,22,500,5.0
22,29,500,5.0
29,22,500,5.0
22,30,500,5.0
30,22,500,5.0
22,31,500,5.0
31,22,500,5.0
22,32,500,5.0
32,22,500,5.0
22,33,500,5.0
33,22,500,5.0
22,34,500,5.0
34,22,500,5.0
22,35,500,5.0
35,22,500,5.0
22,36,500,5.0
36,22,500,5.0
22,37,500,5.0
37,22,500,5.0
22,38,500,5.0
38,22,500,5.0
22,39,500,5.0
39,22,500,5.0
22,40,500,5.0
40,22,500,5.0
22,41,500,5.0
41,22,500,5.0
22,42,500,5.0
42,22,500,5.0
22,43,500,5.0
43,22,500,5.0
22,44,500,5.0
44,22,500,5.0
22,45,500,5.0
45,22,500,5.0
22,46,500,5.0
46,22,500,5.0
22,47,500,5.0
47,22,500,5.0
23,0,500,5.0
0,23,500,5.0
23,1,500,5.0
1,23,500,5.0
23,2,500,5.0
2,23,500,5.0
23,3,500,5.0
3,23,500,5.0
23,4,500,5.0
4,23,500,5.0
23,5,500,5.0
5,23,500,5.0
23,6,500,5.0
6,23,500,5.0
23,7,500,5.0
7,23,500,5.0
23,8,500,5.0
8,23,500,5.0
23,9,500,5.0
9,23,500,5.0
23,10,500,5.0
10,23,500,5.0
23,11,500,5.0
11,23,500,5.0
23,12,500,5.0
12,23,500,5.0
23,13,500,5.0
13,23,500,5.0
23,14,500,5.0
14,23,500,5.0
23,15,500,5.0
15,23,500,5.0
23,16,500,5.0
16,23,500,5.0
23,17,500,5.0
17,23,500,5.0
23,18,500,5.0
18,23,500,5.0
23,19,500,5.0
19,23,500,5.0
23,20,500,5.0
20,23,500,5.0
23,21,500,5.0
21,23,500,5.0
23,25,500,5.0
25,23,500,5.0
23,26,500,5.0
26,23,500,5.0
23,27,500,5.0
27,23,500,5.0
23,28,500,5.0
28,23,500,5.0
23,29,500,5.0
29,23,500,5.0
23,30,500,5.0
30,23,500,5.0
23,31,500,5.0
31,23,500,5.0
23,32,500,5.0
32,23,500,5.0
23,33,500,5.0
33,23,500,5.0
23,34,500,5.0
34,23,500,5.0
23,35,500,5.0
35,23,500,5.0
23,36,500,5.0
36,23,500,5.0
23,37,500,5.0
37,23,500,5.0
23,38,500,5.0
38,23,500,5.0
23,39,500,5.0
39,23,500,5.0
23,40,500,5.0
40,23,500,5.0
23,41,500,5.0
41,23,500,5.0
23,42,500,5.0
42,23,500,5.0
23,43,500,5.0
43,23,500,5.0
23,44,500,5.0
44,23,500,5.0
23,45,500,5.0
45,23,500,5.0
23,46,500,5.0
46,23,500,5.0
23,47,500,5.0
47,23,500,5.0
24,0,500,5.0
0,24,500,5.0
24,1,500,5.0
1,24,500,5.0
24,2,500,5.0
2,24,500,5.0
24,3,500,5.0
3,24,500,5.0
24,4,500,5.0
4,24,500,5.0
24,5,500,5.0
5,24,500,5.0
24,6,500,5.0
6,24,500,5.0
24,7,500,5.0
7,24,500,5.0
24,8,500,5.0
8,24,500,5.0
24,9,500,5.0
9,24,500,5.0
24,10,500,5.0
10,24,500,5.0
24,11,500,5.0
11,24,500,5.0
24,12,500,5.0
12,24,500,5.0
24,13,500,5.0
13,24,500,5.0
24,14,500,5.0
14,24,500,5.0
24,15,500,5.0
15,24,500,5.0
24,16,500,5.0
16,24,500,5.0
24,17,500,5.0
17,24,500,5.0
24,18,500,5.0
18,24,500,5.0
24,19,500,5.0
19,24,500,5.0
24,20,500,5.0
20,24,500,5.0
24,21,500,5.0
21,24,500,5.0
24,22,500,5.0
22,24,500,5.0
24,26,500,5.0
26,24,500,5.0
24,27,500,5.0
27,24,500,5.0
24,28,500,5.0
28,24,500,5.0
24,29,500,5.0
29,24,500,5.0
24,30,500,5.0
30,24,500,5.0
24,31,500,5.0
31,24,500,5.0
24,32,500,5.0
32,24,500,5.0
24,33,500,5.0
33,24,500,5.0
24,34,500,5.0
34,24,500,5.0
24,35,500,5.0
35,24,500,5.0
24,36,500,5.0
36,24,500,5.0
24,37,500,5.0
37,24,500,5.0
24,38,500,5.0
38,24,500,5.0
24,39,500,5.0
39,24,500,5.0
24,40,500,5.0
40,24,500,5.0
24,41,500,5.0
41,24,500,5.0
24,42,500,5.0
42,24,500,5.0
24,43,500,5.0
43,24,500,5.0
24,44,500,5.0
44,24,500,5.0
24,45,500,5.0
45,24,500,5.0
24,46,500,5.0
46,24,500,5.0
24,47,500,5.0
47,24,500,5.0
25,0,500,5.0
0,25,500,5.0
25,1,500,5.0
1,25,500,5.0
25,2,500,5.0
2,25,500,5.0
25,3,500,5.0
3,25,500,5.0
25,4,500,5.0
4,25,500,5.0
25,5,500,5.0
5,25,500,5.0
25,6,500,5.0
6,25,500,5.0
25,7,500,5.0
7,25,500,5.0
25,8,500,5.0
8,25,500,5.0
25,9,500,5.0
9,25,500,5.0
25,10,500,5.0
10,25,500,5.0
25,11,500,5.0
11,25,500,5.0
25,12,500,5.0
12,25,500,5.0
25,13,500,5.0
13,25,500,5.0
25,14,500,5.0
14,25,500,5.0
25,15,500,5.0
15,25,500,5.0
25,16,500,5.0
16,25,500,5.0
25,17,500,5.0
17,25,500,5.0
25,18,500,5.0
18,25,500,5.0
25,19,500,5.0
19,25,500,5.0
25,20,500,5.0
20,25,500,5.0
25,21,500,5.0
21,25,500,5.0
25,22,500,5.0
22,25,500,5.0
25,23,500,5.0
23,25,500,5.0
25,27,500,5.0
27,25,500,5.0
25,28,500,5.0
28,25,500,5.0
25,29,500,5.0
29,25,500,5.0
25,30,500,5.0
30,25,500,5.0
25,31,500,5.0
31,25,500,5.0
25,32,500,5.0
32,25,500,5.0
25,33,500,5.0
33,25,500,5.0
25,34,500,5.0
34,25,500,5.0
25,35,500,5.0
35,25,500,5.0
25,36,500,5.0
36,25,500,5.0
25,37,500,5.0
37,25,500,5.0
25,38,500,5.0
38,25,500,5.0
25,39,500,5.0
39,25,500,5.0
25,40,500,5.0
40,25,500,5.0
25,41,500,5.0
41,25,500,5.0
25,42,500,5.0
42,25,500,5.0
25,43,500,5.0
43,25,500,5.0
25,44,500,5.0
44,25,500,5.0
25,45,500,5.0
45,25,500,5.0
25,46,500,5.0
46,25,500,5.0
25,47,500,5.0
47,25,500,5.0
26,0,500,5.0
0,26,500,5.0
26,1,500,5.0
1,26,500,5.0
26,2,500,5.0
2,26,500,5.0
26,3,500,5.0
3,26,500,5.0
26,4,500,5.0
4,26,500,5.0
26,5,500,5.0
5,26,500,5.0
26,6,500,5.0
6,26,500,5.0
26,7,500,5.0
7,26,500,5.0
26,8,500,5.0
8,26,500,5.0
26,9,500,5.0
9,26,500,5.0
26,10,500,5.0
10,26,500,5.0
26,11,500,5.0
11,26,500,5.0
26,12,500,5.0
12,26,500,5.0
26,13,500,5.0
13,26,500,5.0
26,14,500,5.0
14,26,500,5.0
26,15,500,5.0
15,26,500,5.0
26,16,500,5.0
16,26,500,5.0
26,17,500,5.0
17,26,500,5.0
26,18,500,5.0
18,26,500,5.0
26,19,500,5.0
19,26,500,5.0
26,20,500,5.0
20,26,500,5.0
26,21,500,5.0
21,26,500,5.0
26,22,500,5.0
22,26,500,5.0
26,23,500,5.0
23,26,500,5.0
26,24,500,5.0
24,26,500,5.0
26,28,500,5.0
28,26,500,5.0
26,29,500,5.0
29,26,500,5.0
26,30,500,5.0
30,26,500,5.0
26,31,500,5.0
31,26,500,5.0
26,32,500,5.0
32,26,500,5.0
26,33,500,5.0
33,26,500,5.0
26,34,500,5.0
34,26,500,5.0
26,35,500,5.0
35,26,500,5.0
26,36,500,5.0
36,26,500,5.0
26,37,500,5.0
37,26,500,5.0
26,38,500,5.0
38,26,500,5.0
26,39,500,5.0
39,26,500,5.0
26,40,500,5.0
40,26,500,5.0
26,41,500,5.0
41,26,500,5.0
26,42,500,5.0
42,26,500,5.0
26,43,500,5.0
43,26,500,5.0
26,44,500,5.0
44,26,500,5.0
26,45,500,5.0
45,26,500,5.0
26,46,500,5.0
46,26,500,5.0
26,47,500,5.0
47,26,500,5.0
27,0,500,5.0
0,27,500,5.0
27,1,500,5.0
1,27,500,5.0
27,2,500,5.0
2,27,500,5.0
27,3,500,5.0
3,27,500,5.0
27,4,500,5.0
4,27,500,5.0
27,5,500,5.0
5,27,500,5.0
27,6,500,5.0
6,27,500,5.0
27,7,500,5.0
7,27,500,5.0
27,8,500,5.0
8,27,500,5.0
27,9,500,5.0
9,27,500,5.0
27,10,500,5.0
10,27,500,5.0
27,11,500,5.0
11,27,500,5.0
27,12,500,5.0
12,27,500,5.0
27,13,500,5.0
13,27,500,5.0
27,14,500,5.0
14,27,500,5.0
27,15,500,5.0
15,27,500,5.0
27,16,500,5.0
16,27,500,5.0
27,17,500,5.0
17,27,500,5.0
27,18,500,5.0
18,27,500,5.0
27,19,500,5.0
19,27,500,5.0
27,20,500,5.0
20,27,500,5.0
27,21,500,5.0
21,27,500,5.0
27,22,500,5.0
22,27,500,5.0
27,23,500,5.0
23,27,500,5.0
27,24,500,5.0
24,27,500,5.0
27,25,500,5.0
25,27,500,5.0
27,29,500,5.0
29,27,500,5.0
27,30,500,5.0
30,27,500,5.0
27,31,500,5.0
31,27,500,5.0
27,32,500,5.0
32,27,500,5.0
27,33,500,5.0
33,27,500,5.0
27,34,500,5.0
34,27,500,5.0
27,35,500,5.0
35,27,500,5.0
27,36,500,5.0
36,27,500,5.0
27,37,500,5.0
37,27,500,5.0
27,38,500,5.0
38,27,500,5.0
27,39,500,5.0
39,27,500,5.0
27,40,500,5.0
40,27,500,5.0
27,41,500,5.0
41,27,500,5.0
27,42,500,5.0
42,27,500,5.0
27,43,500,5.0
43,27,500,5.0
27,44,500,5.0
44,27,500,5.0
27,45,500,5.0
45,27,500,5.0
27,46,500,5.0
46,27,500,5.0
27,47,500,5.0
47,27,500,5.0
28,0,500,5.0
0,28,500,5.0
28,1,500,5.0
1,28,500,5.0
28,2,500,5.0
2,28,500,5.0
28,3,500,5.0
3,28,500,5.0
28,4,500,5.0
4,28,500,5.0
28,5,500,5.0
5,28,500,5.0
28,6,500,5.0
6,28,500,5.0
28,7,500,5.0
7,28,500,5.0
28,8,500,5.0
8,28,500,5.0
28,9,500,5.0
9,28,500,5.0
28,10,500,5.0
10,28,500,5.0
28,11,500,5.0
11,28,500,5.0
28,12,500,5.0
12,28,500,5.0
28,13,500,5.0
13,28,500,5.0
28,14,500,5.0
14,28,500,5.0
28,15,500,5.0
15,28,500,5.0
28,16,500,5.0
16,28,500,5.0
28,17,500,5.0
17,28,500,5.0
28,18,500,5.0
18,28,500,5.0
28,19,500,5.0
19,28,500,5.0
28,20,500,5.0
20,28,500,5.0
28,21,500,5.0
21,28,500,5.0
28,22,500,5.0
22,28,500,5.0
28,23,500,5.0
23,28,500,5.0
28,24,500,5.0
24,28,500,5.0
28,25,500,5.0
25,28,500,5.0
28,26,500,5.0
26,28,500,5.0
28,30,500,5.0
30,28,500,5.0
28,31,500,5.0
31,28,500,5.0
28,32,500,5.0
32,28,500,5.0
28,33,500,5.0
33,28,500,5.0
28,34,500,5.0
34,28,500,5.0
28,35,500,5.0
35,28,500,5.0
28,36,500,5.0
36,28,500,5.0
28,37,500,5.0
37,28,500,5.0
28,38,500,5.0
38,28,500,5.0
28,39,500,5.0
39,28,500,5.0
28,40,500,5.0
40,28,500,5.0
28,41,500,5.0
41,28,500,5.0
28,42,500,5.0
42,28,500,5.0
28,43,500,5.0
43,28,500,5.0
28,44,500,5.0
44,28,500,5.0
28,45,500,5.0
45,28,500,5.0
28,46,500,5.0
46,28,500,5.0
28,47,500,5.0
47,28,500,5.0
29,0,500,5.0
0,29,500,5.0
29,1,500,5.0
1,29,500,5.0
29,2,500,5.0
2,29,500,5.0
29,3,500,5.0
3,29,500,5.0
29,4,500,5.0
4,29,500,5.0
29,5,500,5.0
5,29,500,5.0
29,6,500,5.0
6,29,500,5.0
29,7,500,5.0
7,29,500,5.0
29,8,500,5.0
8,29,500,5.0
29,9,500,5.0
9,29,500,5.0
29,10,500,5.0
10,29,500,5.0
29,11,500,5.0
11,29,500,5.0
29,12,500,5.0
12,29,500,5.0
29,13,500,5.0
13,29,500,5.0
29,14,500,5.0
14,29,500,5.0
29,15,500,5.0
15,29,500,5.0
29,16,500,5.0
16,29,500,5.0
29,17,500,5.0
17,29,500,5.0
29,18,500,5.0
18,29,500,5.0
29,19,500,5.0
19,29,500,5.0
29,20,500,5.0
20,29,500,5.0
29,21,500,5.0
21,29,500,5.0
29,22,500,5.0
22,29,500,5.0
29,23,500,5.0
23,29,500,5.0
29,24,500,5.0
24,29,500,5.0
29,25,500,5.0
25,29,500,5.0
29,26,500,5.0
26,29,500,5.0
29,27,500,5.0
27,29,500,5.0
29,31,500,5.0
31,29,500,5.0
29,32,500,5.0
32,29,500,5.0
29,33,500,5.0
33,29,500,5.0
29,34,500,5.0
34,29,500,5.0
29,35,500,5.0
35,29,500,5.0
29,36,500,5.0
36,29,500,5.0
29,37,500,5.0
37,29,500,5.0
29,38,500,5.0
38,29,500,5.0
29,39,500,5.0
39,29,500,5.0
29,40,500,5.0
40,29,500,5.0
29,41,500,5.0
41,29,500,5.0
29,42,500,5.0
42,29,500,5.0
29,43,500,5.0
43,29,500,5.0
29,44,500,5.0
44,29,500,5.0
29,45,500,5.0
45,29,500,5.0
29,46,500,5.0
46,29,500,5.0
29,47,500,5.0
47,29,500,5.0
30,0,500,5.0
0,30,500,5.0
30,1,500,5.0
1,30,500,5.0
30,2,500,5.0
2,30,500,5.0
30,3,500,5.0
3,30,500,5.0
30,4,500,5.0
4,30,500,5.0
30,5,500,5.0
5,30,500,5.0
